SeriesInstanceUID,StudyInstanceUID,Modality,SeriesDescription,BodyPartExamined,SeriesNumber,Collection,Visibility,ImageCount
1.3.6.1.4.1.9590.100.1.2.232381660012554908337053795134147800079,1.3.6.1.4.1.9590.100.1.2.313927617412507602513593140814286055920,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.209605321012748626627455520162879888688,1.3.6.1.4.1.9590.100.1.2.5776592912578216831136961662767282076,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.10220758511115978206909776823706616403,1.3.6.1.4.1.9590.100.1.2.370886409511574135416575602511019115596,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.233521070810935913321337850232085126025,1.3.6.1.4.1.9590.100.1.2.411496778011205925817945987951576632521,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.314897276811732626217434331163305836897,1.3.6.1.4.1.9590.100.1.2.388603519611342241706910199183956280496,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.103369236313674273230856562131142295728,1.3.6.1.4.1.9590.100.1.2.412342044611919873741159077670236150719,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.339431368113317406436123903324139190579,1.3.6.1.4.1.9590.100.1.2.267654508212991091832752802741471425399,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.247344306013953089135970481920086034660,1.3.6.1.4.1.9590.100.1.2.158670773112334228919137153472984050664,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.226056506812541701701422406810742354508,1.3.6.1.4.1.9590.100.1.2.294174146711681088600359510273227455308,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.229622928511557097709939887572727994977,1.3.6.1.4.1.9590.100.1.2.334439549411871441427864582740617628224,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.181197985512640766223906228531527667693,1.3.6.1.4.1.9590.100.1.2.124822503911747973233604025753842560329,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.92185521011732663114677198433205120967,1.3.6.1.4.1.9590.100.1.2.259608318710282522340024144702676191151,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.355099487711508295806593867961643704312,1.3.6.1.4.1.9590.100.1.2.277083315911191924301230550240902330936,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.246328440012872994208690021400955027556,1.3.6.1.4.1.9590.100.1.2.265873541812653941400316089812649613878,MG,cropped images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.47509236813928721433893050102757283168,1.3.6.1.4.1.9590.100.1.2.9751749611203177603169905973349616785,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.79445476212153576729504976763833479096,1.3.6.1.4.1.9590.100.1.2.209187390711490721039225355593223895265,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.176867308511210550210386646393087213459,1.3.6.1.4.1.9590.100.1.2.5930499513488104118394405160589700398,MG,cropped images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.65325031513928234034300986042816882049,1.3.6.1.4.1.9590.100.1.2.276864239912737992710042147114020096664,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.390567474013224873401992073280403336260,1.3.6.1.4.1.9590.100.1.2.15601743212831317313159034124158402555,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.91636816713637396015385020390955400606,1.3.6.1.4.1.9590.100.1.2.215077424012397173135644858113922352821,MG,cropped images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.332254584812646289804869288221181443754,1.3.6.1.4.1.9590.100.1.2.174250378613166527019097079130847865435,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.55139245312341358440631658270839855724,1.3.6.1.4.1.9590.100.1.2.385324684711453398426411493171866151211,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.67196722111199501007723550042354392513,1.3.6.1.4.1.9590.100.1.2.270102679011688232541980248332039298309,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.297412451111880214939701103642282631107,1.3.6.1.4.1.9590.100.1.2.402473110812548143726666149331450340644,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.88886372611812195428352690450990697351,1.3.6.1.4.1.9590.100.1.2.193307634711489082000286014982606548834,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.331828654011758947930839827374231003829,1.3.6.1.4.1.9590.100.1.2.120585805911228600912213472483662786724,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.312683164812188449337131936611168112246,1.3.6.1.4.1.9590.100.1.2.371155258812086892706241251053484217595,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.357061978213570897113196261431544582941,1.3.6.1.4.1.9590.100.1.2.378781173011992112603717405832442462136,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.265955531311195444900095461721100418395,1.3.6.1.4.1.9590.100.1.2.370140797111111538812606524560210878797,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.366936631912776024627431295132994614554,1.3.6.1.4.1.9590.100.1.2.392845729612650134326811237561524775648,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.201213451711926913518569352964257958816,1.3.6.1.4.1.9590.100.1.2.274947015012557864830331217113249356110,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.26316563411345028623201688773824119915,1.3.6.1.4.1.9590.100.1.2.288444839511122892232999379201962231303,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.391197370212915483616497504280808802320,1.3.6.1.4.1.9590.100.1.2.248137809412770238307882538271821911618,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.252513606010798015021300537904205297935,1.3.6.1.4.1.9590.100.1.2.378820690210546347408627383462477538079,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.118982518512001323842880593233835954629,1.3.6.1.4.1.9590.100.1.2.96424120612888070701903118183874886189,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.412862240411725259842309390381988811103,1.3.6.1.4.1.9590.100.1.2.213316105910886366430731629181365346722,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.182413607013193854636632419011684231013,1.3.6.1.4.1.9590.100.1.2.403404551512172893108699785463776985071,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.211887870712149523412007440650272478272,1.3.6.1.4.1.9590.100.1.2.80051097811681406207260775960638326773,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.373796532112202089700327689031972129577,1.3.6.1.4.1.9590.100.1.2.176232777712459022338101444430969824375,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.170528890011604934940928316170346003679,1.3.6.1.4.1.9590.100.1.2.58004466811638602036772724541603305438,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.79757901213336906828617466050198255813,1.3.6.1.4.1.9590.100.1.2.159073436512383089415779895302826304137,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.275689109211825107611385153593740697706,1.3.6.1.4.1.9590.100.1.2.271040595012014162140835626301217865837,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.201145919911086372303649663153638311250,1.3.6.1.4.1.9590.100.1.2.358736445512228529615976971840900130935,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.213479805111756800235140829670343680695,1.3.6.1.4.1.9590.100.1.2.242921529611868736516328754073569063603,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.48416062411306564131997923171520794902,1.3.6.1.4.1.9590.100.1.2.176451340112398457403861042321269517686,MG,cropped images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.344685813512624034731178912622428173807,1.3.6.1.4.1.9590.100.1.2.187989877712690155722550004571145204296,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.144882102012504587233977562920427764870,1.3.6.1.4.1.9590.100.1.2.363249840211066804835346953381990268455,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.236812839312613914436445183062633981411,1.3.6.1.4.1.9590.100.1.2.225631626810502470022695244083584358189,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.8129857712082768610081701130504033635,1.3.6.1.4.1.9590.100.1.2.265251959011865403503501751500825214501,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.233956377611541061703882187721164203058,1.3.6.1.4.1.9590.100.1.2.312981880010276932217713184213149993360,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.268241184711512694708500824511797811128,1.3.6.1.4.1.9590.100.1.2.126544657910669360712993135650101434580,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.105021193313825814940975108451051306521,1.3.6.1.4.1.9590.100.1.2.326989563311901770920435923322521874257,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.424360537213320454033303404960587615453,1.3.6.1.4.1.9590.100.1.2.404284465312582417927309098792680147705,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.345545206812104500819543448514187002132,1.3.6.1.4.1.9590.100.1.2.108308358311103877216156140912063711981,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.277277002311039381819362164753220552653,1.3.6.1.4.1.9590.100.1.2.91486839811259741530686575392545088303,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.106517791311159007216613966362938277049,1.3.6.1.4.1.9590.100.1.2.355940639511232191114677136780708290531,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.62187768912043147602254997873893257413,1.3.6.1.4.1.9590.100.1.2.329684660812058950806994305461201036618,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.277559716212943042233296549160692950666,1.3.6.1.4.1.9590.100.1.2.70159685813079095542106533641177582542,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.128882380812942726135311359260411365026,1.3.6.1.4.1.9590.100.1.2.96603819212673957802003216962486474177,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.37796352110301113641817982760920017130,1.3.6.1.4.1.9590.100.1.2.159101259610617926132196525370405267086,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.73484882411874041432596696832654912230,1.3.6.1.4.1.9590.100.1.2.180257759711372363920466947863137760156,MG,cropped images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.266072811911023523927841675793019037832,1.3.6.1.4.1.9590.100.1.2.270257727612289057921439402631805602518,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.366476594211196854917146694673979411915,1.3.6.1.4.1.9590.100.1.2.197831871311689730207412566200924527659,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.396441965411847509531394515361210895652,1.3.6.1.4.1.9590.100.1.2.261801951812457899127242057131711388224,MG,cropped images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.23362247212698980004780624881240487330,1.3.6.1.4.1.9590.100.1.2.313209106213913509724679246160535729039,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.90819488012526571738005620881096024084,1.3.6.1.4.1.9590.100.1.2.310534811812183796415054750052186080225,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.58678001112693422121422322294162648005,1.3.6.1.4.1.9590.100.1.2.101710229912582783829909388090057413911,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.336724220613489894941621974262229457267,1.3.6.1.4.1.9590.100.1.2.55039441213604858209278222321912887271,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.84486407611625551628275480543178418993,1.3.6.1.4.1.9590.100.1.2.262713622812565993808529683523646006394,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.75915096813909549403343655801659493741,1.3.6.1.4.1.9590.100.1.2.134309266912209125522928664731041899768,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.282766086310914906538734939042147504338,1.3.6.1.4.1.9590.100.1.2.282915215111615665204682464000406265581,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.165664156211516430207515997631545434088,1.3.6.1.4.1.9590.100.1.2.315363540311660231309340571350124040599,MG,cropped images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.23469712812014256806861933360722981844,1.3.6.1.4.1.9590.100.1.2.220021828812125223913598237970848064134,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.406124346911419317213489606964022388284,1.3.6.1.4.1.9590.100.1.2.189147427811911484301555864551573748232,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.273173348912494211406448636324142999695,1.3.6.1.4.1.9590.100.1.2.29343368611418357306609650360180980243,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.171161448311221391700203234821025354070,1.3.6.1.4.1.9590.100.1.2.142200935510828937734686217222279247533,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.272588980113480308311711845212203385190,1.3.6.1.4.1.9590.100.1.2.333385984512063765719728319000199630727,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.240320129413962051441460353673311461462,1.3.6.1.4.1.9590.100.1.2.379440622412748071832899383203061659312,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.302882614412603902327039591953465565137,1.3.6.1.4.1.9590.100.1.2.25909651912444661631282482213157625461,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.124691472311866882937400649022501531150,1.3.6.1.4.1.9590.100.1.2.128449708611514520812570241593578691013,MG,cropped images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.106588546212208683524717162253577510837,1.3.6.1.4.1.9590.100.1.2.392333216612473112612256044884160323355,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.220705595711881550328333449050102941472,1.3.6.1.4.1.9590.100.1.2.153118447911232342120023469270658878998,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.166951813611052640111096754553137342918,1.3.6.1.4.1.9590.100.1.2.290280129812031881339490600182811813005,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.258350419612577688509150109583506305771,1.3.6.1.4.1.9590.100.1.2.13992534612203574730431474343939847203,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.284187758012079438624321826993702779226,1.3.6.1.4.1.9590.100.1.2.364380327812660124911816142683957714575,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.242688627112395349124555043112721835015,1.3.6.1.4.1.9590.100.1.2.157654028912951917813525843770131222168,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.67204285013759616112542232592030592136,1.3.6.1.4.1.9590.100.1.2.362043372912626851206266702392129953665,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.11675866611627114818742618984262449660,1.3.6.1.4.1.9590.100.1.2.178005913912797661314858423122398440794,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.258205234011253354420536173230225208216,1.3.6.1.4.1.9590.100.1.2.340648968511735783311828768614268462115,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.11490447313730183335724563800021104132,1.3.6.1.4.1.9590.100.1.2.124214777712149012809538750824152598454,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.249740277412732082312158987552266485829,1.3.6.1.4.1.9590.100.1.2.318872883412873373336722364300647597030,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.32971912211369189923654695832946246204,1.3.6.1.4.1.9590.100.1.2.38584383811399677536004343421828560880,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.321083824012327154626625140691881993414,1.3.6.1.4.1.9590.100.1.2.222721762312445724234137742360451270734,MG,cropped images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.335457925012596074238120969280912081283,1.3.6.1.4.1.9590.100.1.2.4841931211440901239530446611977088951,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.105987188612513745439079548452961148723,1.3.6.1.4.1.9590.100.1.2.55137373211563985200900473681845711368,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.309008803712151034042556394480768984762,1.3.6.1.4.1.9590.100.1.2.166027159012036864940822882870479961503,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.401214379512684833222439968160756943149,1.3.6.1.4.1.9590.100.1.2.174253855012145677231747966772060339056,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.256092653510382439619272441782239245199,1.3.6.1.4.1.9590.100.1.2.387897336813486101507254578403389965076,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.205685838711319002518128631403756253966,1.3.6.1.4.1.9590.100.1.2.144866285912026724301308079360941413567,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.296502375111567603140815409972383605349,1.3.6.1.4.1.9590.100.1.2.58980561412750288405557200644110693314,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.17845079010870458229659946510156845095,1.3.6.1.4.1.9590.100.1.2.20343985311554343642666323402611545422,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.181024851512083350341514308121581469217,1.3.6.1.4.1.9590.100.1.2.122645069911347226728803037520784046141,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.162828114011455888734176175900440583045,1.3.6.1.4.1.9590.100.1.2.199081798312844323407184575243660698644,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.246130090311553315234482668904181393758,1.3.6.1.4.1.9590.100.1.2.138044209711247116401628594534212614815,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.173667613113493436235431251732488264615,1.3.6.1.4.1.9590.100.1.2.29641059911824764810460236063095615125,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.194611106313167055136962408020077776809,1.3.6.1.4.1.9590.100.1.2.298529312012283105111026523162904492129,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.213474472213933616703682366720906656921,1.3.6.1.4.1.9590.100.1.2.393518576013060899501500896261430294775,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.115134232113001553100559896703407510515,1.3.6.1.4.1.9590.100.1.2.342549219112801262604988012930063078769,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.309015187311024462635921081873116029283,1.3.6.1.4.1.9590.100.1.2.106176980012161740434728032140819336864,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.237226740511457824723686921453765620907,1.3.6.1.4.1.9590.100.1.2.352904058511719416019322364673265774086,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.18047866211264338034994175032639155497,1.3.6.1.4.1.9590.100.1.2.51612037913286188000435501023669758280,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.53701446512313340322746385173956683456,1.3.6.1.4.1.9590.100.1.2.337864339012347923705647202872590714089,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.94901026311616840612263927290971997989,1.3.6.1.4.1.9590.100.1.2.199557926413482772122727190060198287682,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.243004567012003678426923414301966322126,1.3.6.1.4.1.9590.100.1.2.427498605212114069418238232882585499353,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.25969352411110563739656295912578150282,1.3.6.1.4.1.9590.100.1.2.235596340710554050334357446942063351453,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.366060038011896346726192690331341994249,1.3.6.1.4.1.9590.100.1.2.234571533511070838428803611312476057619,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.274385030612623929407458446593670412434,1.3.6.1.4.1.9590.100.1.2.424577775512315267732533208642394191984,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.61525752510936895032344375603971630319,1.3.6.1.4.1.9590.100.1.2.424777428412735250902251488350355264684,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.274294053310488481027210700083969292113,1.3.6.1.4.1.9590.100.1.2.17539440312226378313445697693436505316,MG,cropped images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.218276781510398310040036064503120593339,1.3.6.1.4.1.9590.100.1.2.156553832811320150424894439692040433290,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.232421877212327018405500215070287249406,1.3.6.1.4.1.9590.100.1.2.48605381012071257416397370063331717191,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.321301320011325872020779457512539076961,1.3.6.1.4.1.9590.100.1.2.188829761211850448209579693153111150217,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.417548435212326627838780655634202890890,1.3.6.1.4.1.9590.100.1.2.307572764112056939903409896170670159632,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.232201783013717409333434162201376882562,1.3.6.1.4.1.9590.100.1.2.44586595411146896417122730643330443848,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.216567172211826010508281383960912877972,1.3.6.1.4.1.9590.100.1.2.357736607811678268635247310551054830054,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
